노래제목,가수,가사,대표 감정
사계 (하루살이),엠씨더맥스 (M.C the MAX),슬픈 예감 앞에 굳게 감아진 두 눈 지금 고개 들면 넌 떠나갈 텐데 못난 걸음은 멈춰버리고 숨소리마저 다 아는 듯 적막한 두려움 속에 결국 너를 놓치고 말겠지 널 그리면서 매일 울며 보내겠지 겨우 눈을 뜨고서 너를 보내면 나는 어쩌면 나는 어쩌면 하루도 못 살 것 같아 이제 난 하루살이 하루하루 내일도 잃어버린 채 너를 사랑했던 오늘만을 살고 내게 웃어 준 네 얼굴을 그리다 사라지겠지 어둠 속으로 너의 뒷모습만 내게 남아 날 원망하고 매일 취한 채 살겠지 그렇게도 기다린 봄은 오지만 나는 어쩌면 여기 너 없는 겨울에 갇힌 채 살아 겨우겨우 살아내도 사랑한 네가 없는데 여름 장마처럼 울다 보면 올까 낙엽 되어 내 마음 위로 내릴까 의미 없겠지 모든 계절의 난 너의 곁에 머물던 너를 사랑했던 너를 안았던 나의 마음을 기억해줘 하루하루 내일도 잃어버린 채 너를 사랑했던 오늘만을 살고 내게 웃어 준 네 얼굴을 그리다 사라지겠지 기억 속으로,슬픔
안녕,폴킴,안녕 이라는 말을해 짧은 시간을 뒤로 한채로 여전히 아프겠지만 하룻밤 자고 나면 사라지는 꿈처럼 너를 oh 잊게될까 두려워져 무심히 널 떠올리게 되면 불안해지는 맘 어떻게 해야하니 안녕 이제는 안녕 이 말 도저히 할 수가 없어 너로 가득찬 내 마음 겨우 내가 할 수 있는 일 너를 사랑하는 거 다시 널 만날 수 있길 아주 오래 전부터 정해진 연일지도 너밖에 모를 내가 되었던 그때가 두려워져 널 안고 있으면 자꾸 욕심이나 어쩔 수 없는걸 안녕 이제는 안녕 이 말 도저히 할 수가 없어 너로 가득찬 내 마음 겨우 내가 할 수 있는 일 너를 사랑하는 거 다시 널 만날 수 있길 굳게 닫힌 저 문이 열리면 그때는 널 다시 볼 수 있을까 잠시 스치듯 만나 운명처럼 날 꽃 피우게 해 매일 널 꿈꾸겠지만 가득 채울 그리움만큼 바라는 건 단 하나 계속 내 곁에 있어줘,슬픔
180도,벤,사랑 다 비슷해 그래 다 비슷해 너는 다르길 바랐는데 넌 뭐가 미안해 왜 맨날 미안해 헤어지는 날조차 너는 이유를 몰라 이젠 180도 달라진 너의 표정 그 말투 너무 따뜻했던 눈빛 네 향기까지도 정말 너무나도 달라진 우리 사랑 또 추억 아직 그대로인데 난 이젠 180도 변해버린 지금 너와 나 남자는 다 비슷해 그래 다 비슷해 너는 아니길 바랐는데 말로만 사랑해 거짓말 그만해 헤어지는 날조차 왜 넌 이유를 몰라 이젠 180도 달라진 너의 표정 그 말투 너무 따뜻했던 눈빛 네 향기까지도 정말 너무나도 달라진 우리 사랑 또 추억 아직 그대로인데 난 이젠 180도 변해버린 지금 너와 나 사랑해 말하지 않아도 너의 눈에 쓰여 있었던 그때가 참 그리워 이젠 180도 변해버린 너와 나의 약속 익숙해진 변명 거짓말까지도 모두 진심이라 믿었던 바보 같던 내 사랑 전부 지쳐버렸어 난 이젠 180도 변해버린 지금 너와 나 이젠 너무나도 그리워진 그때 너와 나,슬픔
너에게 못했던 내 마지막 말은,다비치,아직 남았을까 못 잊을 이유가 남아 있을까 나만 왜 이렇게 바보같이 혼자 널 기다릴까 음 애꿎은 바람들은 말도 안 되는 네 말을 또 믿고 싶게 해 달라질 게 없는데 끝인 걸 아는데 생각이 나 그 모든 게 나 어쩌면 너에게 하고 싶은 말은 긴 밤을 지새도 아직 너를 많이 사랑한다고 이 아픈 시간이 어서 지나가기를 조금만 더 버텨볼게 네가 없는 하루가 버겁긴 하지만 보고 싶은 마음 꾹 참고 하루에 하나씩 잊어볼게 그래 볼게 매일 이런 다짐을 해 습관처럼 생각보다 길어진 그리움이 익숙해져 가는 날들에 제법 웃기도 하다 또 괜찮다가도 생각이 나 네 모든 게 나 어쩌면 너에게 하고 싶은 말은 긴 밤을 지새도 아직 너를 많이 사랑한다고 이 아픈 시간이 어서 지나가기를 조금만 더 버텨볼게 네가 없는 하루가 버겁긴 하지만 보고 싶은 마음 꾹 참고 하루에 하나씩 잊어볼게 그래 볼게 매일 이런 다짐을 해 습관처럼 괜찮은 척 비워낸 척해봐도 사실 많이 힘들어서 당장이라도 네게 가고 싶어 지금은 아니어도 끝내 내 손잡아 줘 oh 너에게 못했던 내 마지막 말은 언젠가 한 번쯤 나를 떠올리다 그리워지면 언제든 돌아와 난 여기 있을 거야 아무 일 없던 것처럼 너 없는 하루가 어렵긴 하지만 이 정도쯤은 꾹 참고 하루에 하나씩 기억할게 그래 볼게 사랑을 시작하던 그때처럼,슬픔
신용재,하은 (포맨),매일 같은 옷을 입는 이유 너와 함께 입던 옷이라서 혹시 어디선가 알아보고 날 찾아줄까 봐 네가 좋아했던 옷을 입고 네가 좋아했던 가수처럼 노래하면 네가 볼 것 같아서 신용재를 따라 하고 따라 해도 안 되는 것처럼 사랑을 따라 하고 흉내 내도 안 되는 것처럼 목이 부서져라 이 노래를 불러도 너는 다시 돌아오질 않잖아 네가 그렇게도 좋아했었던 그 노래처럼 그때 네가 나를 떠난 이후 쉬지 않고 연습하는 이유 혹시 어디선가 들린다면 너 돌아볼까 봐 이제 우리 얘기가 돼버린 네가 좋아했던 노래들을 불러보면 네가 울 것 같아서 신용재를 따라 하고 따라 해도 안 되는 것처럼 사랑을 따라 하고 흉내 내도 안 되는 것처럼 목이 부서져라 이 노래를 불러도 너는 다시 돌아오질 않잖아 그때 그 노래처럼 아직 내가 너를 못 버리는 이유 여태 바보처럼 기다리는 이유 아직 내겐 사랑이라서 아무리 미친 듯이 불러봐도 넌 안 들리나 봐 이별은 연습하고 연습해도 안 되는 건가 봐 목이 부서져라 다시 너를 불러도 너는 내게 돌아오질 않잖아 네가 그렇게도 좋아했었던 그 노래처럼,중립
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 스쳐지나간건가 뒤돌아보지만 그냥 사람들만 보이는거야 다와가는 집근처에서 괜히 핸드폰만 만지는거야 한번 연락해 볼까 용기내 보지만 그냥 내 마음만 아쉬운 거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 지나치는 꽃들 속에서 네 샴푸향만 보이는거야 스쳐지나간건가 뒤 돌아보지만 그냥 내 마음만 바빠진거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 어떤 계절이 너를 우연히라도 너를 마주치게 할까 난 이대로 아쉬워하다 너를 바라만 보던 너를 기다리면서 아무말 못하고 그리워만 할까 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 생각한다고 말할까 지금 집앞에 기다리고 때론 지나치고 다시 기다리는 꽃이 피는 거리에 보고파라 이밤에 걷다가 보면 항상 이렇게 너를 아쉬워 하다 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까,두려움
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),일부러 몇 발자국 물러나 내가 없이 혼자 걷는 널 바라본다 옆자리 허전한 너의 풍경 흑백 거리 가운데 넌 뒤돌아본다 그때 알게 되었어 난 널 떠날 수 없단 걸 우리 사이에 그 어떤 힘든 일도 이별보단 버틸 수 있는 것들이었죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 두세 번 더 길을 돌아갈까 적막 짙은 도로 위에 걸음을 포갠다 아무 말 없는 대화 나누며 주마등이 길을 비춘 먼 곳을 본다 그때 알게 되었어 난 더 갈 수 없단 걸 한 발 한 발 이별에 가까워질수록 너와 맞잡은 손이 사라지는 것 같죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데,슬픔
솔직하게 말해서 나,김나영,햇살이 좋았던 그 날 그만하자며 말을 하는 너 전혀 믿어지지가 않아 지금 이순간 모든 시간이 멈춘 듯 어떤 말을 해야할지 어떤 표정 지어야할지 아무것도 생각나지를 않아 솔직하게 말해서 나 헤어질 자신이 없어 괜찮은 척 웃으며 널 보내줄 자신이 없어 네가 없는 내 하루 하루도 생각한 적 없는데 나보다 나를 니가 더 잘 알면서 마지막 인사를 하며 멀어져가는 너를 보며 아무것도 할수있는 게 없어 솔직하게 말해서 나 헤어질 자신이 없어 괜찮은 척 웃으며 널 보내줄 자신이 없어 네가 없는 내 하루 하루도 생각한 적 없는데 나보다 나를 니가 더 잘 알면서 이별앞에 서 있는 너의 눈에 비춰진 애써 웃는 내 모습이 나를 더욱 아프게만해 솔직하게 말할게 나 헤어지고 싶지 않아 너 없이 나 혼자서 지낼 자신이 난 없어 네가 없는 내 하루 하루도 견딜수가 없는데 나보다 네가 먼저였던 날 나보다 나를 니가 더 잘 알면서,슬픔
사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),우리 하지 못한 말들 마저 얘기해요 산들바람이 우릴 감싸줄 때 이렇게 마주 앉아 이별에 대해 말해보아요 이번 겨울이 지나고 꽃이 피고 나면 우리 이대로 다 괜찮을 거라 했었는데 아무리 노력을 해도 시들어가는 맘 견디기 힘들어 사월이 지나면 그땐 우리 아무 일도 없듯이 발길을 돌려요 그래야 마지막 우리 인사가 아름다울 수 있게 그때까진 조금만 더 웃어요 웃어요 다시 시간을 되돌려 처음 만난다면 가로등 옆에 서 있지 말아요 미소 짓지도 왼손으로 머릴 넘기지 마요 그래야 내가 그대를 지나칠 테니까 사월이 지나면 그땐 우리 아무 일도 없듯이 발길을 돌려요 그래야 마지막 우리 인사가 아름다울 수 있게 그때까진 조금만 더 웃어요 네 맘을 다독여봐도 변하는 이율 물어도 멀어져 그러니 이런 나보다 더 나은 사람을 만나 미소 짓기를 바래요 그대가 멀어진 만큼 시야가 흐려지네요 사랑했었기 때문에 우리 마지막 인사를 해요 이 시간이 가기 전에 행복해요 그걸 빌어요 기억해요 사랑했단 걸 우리 우리 우리 우리,기쁨
FANCY,TWICE (트와이스),지금 하늘 구름 색은 Tropical yeah 저 태양 빨간빛 네 두 볼 같아 Oh tell me I’m the only one baby I fancy you I fancy you fancy you It’s dangerous 따끔해 넌 장미 같아 괜찮아 조금도 난 겁나지 않아 더 세게 꼭 잡아 Take my hand 좀 위험할거야 더 위험할거야 baby 달콤한 초콜릿 아이스크림처럼 녹아버리는 지금 내 기분 So lovely 깜깜한 우주 속 가장 반짝이는 저 별 저 별 그 옆에 큰 네 별 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy 매일매일 난 정말 아무것도 못하네 Oh my Mayday 이러다 큰일 낼 것 같은데 Bang bang 머리가 홀린 듯 Reset이 돼 어쩌면 좋아 이게 맞는건지 몰라 SOS Swim swim 너란 바다에 잠수함이 돼 매일이 Birthday 달콤해 너와 나의 Fantasy Dream dream 마치 꿈같아 볼 꼬집어봐 요즘 나의 상태 메세진 랄랄라 Baby 달콤한 초콜릿 아이스크림처럼 녹아버리는 지금 내 기분 So lovely 깜깜한 우주 속 가장 반짝이는 저 별 저 별 그 옆에 큰 네 별 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy 연기처럼 훅 사라질까 늘 가득히 담아 널 두 눈에 담아 생각만으로 포근해져 몰래 뒤에서 안아 널 놓지 않을래 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy,슬픔
헤어져줘서 고마워,벤,헤어져줘서 고마워 나는 헤어진 게 아니야 정말 헤어져서 고마워 네 맘은 진심이 아니야 같은 말 하게 하지 마 더 미워하게 하지 마 난 안 바뀌니까 아니 내가 정말 잘할게 아냐 사람 마음 쉽게 안 변해 우린 안 봐도 뻔해 맨날 말로만 끝내자 말하면 뭐 해 질질 끌지 말고 헤어지자 그래 오늘은 꼭 헤어지자 그만 미워하고 더 후회하지 말고 그냥 미친 척하고 우리 헤어져 보자 사랑인척하지만 너와 나 이미 다 끝났잖아 되돌릴 수 없잖아 맨날 말로만 끝내자 말하면 뭐 해 질질 끌지 말고 헤어지자 진짜 사랑이 난 그리워 그래 네 마음 다 이해해 함께 있어도 난 외로워 뭐가 됐건 내가 미안해 이해한다고 하지 마 미안하다고 하지 마 듣기 싫으니까 아니 내가 정말 잘할게 원래 사랑이란 언젠간 변해 우리도 변했으니까 맨날 말로만 끝내자 말하면 뭐 해 질질 끌지 말고 헤어지자 그래 오늘은 꼭 헤어지자 그만 미워하고 더 후회하지 말고 그냥 미친 척하고 우리 헤어져 보자 사랑인척하지만 너와 나 이미 다 끝났잖아 되돌릴 수 없잖아 더 이상 시간 끌지 말고 헤어지자 마지막이라고 늘 믿었던 우리 사랑이 이젠 지긋지긋해 더 안 되는 거 붙잡지 좀 말고 제발 질질 끌지 말고 헤어지자 우리 이제 그만 보내주자 결국 생각나고 죽도록 후회해도 더 기대하지 말고 우리 헤어져 보자 이젠 사랑 아니야 너와 나 사랑했던 그때로 돌아갈 수 없잖아 맨날 말로만 끝내자 말하면 뭐 해 질질 끌지 말고 헤어지자 그래 우리 이제 헤어지자,슬픔
사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),어떻게 보면 참 전쟁 같았다 우리 행복한 나날의 수만큼 아프게 했던 날들도 많았고 울렸던 날도 많았어 길었던 시간을 지켜줬던 너야 너를 너무 사랑해서 그게 멀어지게 한 걸까 어리숙한 내 잘못인가 사랑이 식었다고 솔직히 말해도 돼 가슴 뛰는 설렘이 네게 온 거라고 나보다 좋은 사람이 너에게 생긴 거라고 다른 핑계겠지 우린 안 맞는다고 질리게 들었어 네 맘이 떠나간 후로 혹시나 우리가 괜찮은 시절에 만나 잘해줬다면은 우리 조금은 다를까 너를 너무 사랑해서 그게 멀어지게 한 걸까 철이 없는 내 욕심인가 사랑이 식었다고 솔직히 말해도 돼 가슴 뛰는 설렘이 네게 온 거라고 나보다 좋은 사람이 너에게 생긴 거라고 아침이 까맣도록 취해 잊으려 날 망가뜨려도 남아 있는 너 나보다 더 어디 가 좋아서 떠난 거니 인정하려 해봐도 미워 내가 좀 더 잘나서 성공할 때쯤 네 앞에 서 볼게 그때 넌 홀로이기를,슬픔
아무노래,지코 (ZICO),왜들 그리 다운돼있어 뭐가 문제야 say something 분위기가 겁나 싸해 요새는 이런 게 유행인가 왜들 그리 재미없어 아 그건 나도 마찬가지 Tell me what I got to do 급한 대로 블루투스 켜 아무 노래나 일단 틀어 아무거나 신나는 걸로 아무렇게나 춤춰 아무렇지 않아 보이게 아무 생각 하기 싫어 아무개로 살래 잠시 I’m sick and tired of my everyday Keep it up 한 곡 더 아무 노래나 일단 틀어 아무렴 어때 It’s so boring 아무래도 refresh가 시급한 듯해 쌓여가 스트레스가 배꼽 빠질 만큼만 폭소하고 싶은 날이야 What up my dawgs 어디야 너희 올 때 병맥주랑 까까 몇 개 사 와 huh 클럽은 구미가 잘 안 당겨 우리 집 거실로 빨랑 모여 외부인은 요령껏 차단 시켜 밤새 수다 떨 시간도 모자라 누군 힘들어 죽겠고 누군 축제 괜히 싱숭생숭 I want my youth back 좀 전까지 왁자지껄 하다 한 명 두 명씩 자릴 떠 왜들 그리 다운돼있어 뭐가 문제야 say something 분위기가 겁나 싸해 요새는 이런 게 유행인가 왜들 그리 재미없어 아 그건 나도 마찬가지 Tell me what I got to do 급한 대로 블루투스 켜 아무 노래나 일단 틀어 아무거나 신나는 걸로 아무렇게나 춤춰 아무렇지 않아 보이게 아무 생각 하기 싫어 아무개로 살래 잠시 I’m sick and tired of my everyday Keep it up 한 곡 더 떠나질 못할 바엔 창밖은 쳐다도 안 봐 회까닥해서 추태를 부려도 No worries at all 이미지 왜 챙겨 그래 봤자 우리끼린데 Ohh 늦기 전에 막판 스퍼트 20대가 얼마 안 남았어 편한 옷으로 갈아입어 You look nice get’em high 얼핏 보면 그냥 코미디 이렇게 무해한 파티 처음이지 만감이 교차하는 새벽 2시경 술잔과 감정이 소용돌이쳐 왜들 그리 다운돼있어 뭐가 문제야 say something 분위기가 겁나 싸해 요새는 이런 게 유행인가 왜들 그리 재미없어 아 그건 나도 마찬가지 Tell me what I got to do 급한 대로 블루투스 켜 아무 노래나 일단 틀어 아무거나 신나는 걸로 아무렇게나 춤춰 아무렇지 않아 보이게 아무 생각 하기 싫어 아무개로 살래 잠시 I’m sick and tired of my everyday Keep it up 한 곡 더 아무 노래나 일단 아무 노래 아무 노래 아무 노래나 틀어봐 아무 노래 아무 노래 아무 노래나 틀어봐 아무 노래 아무 노래 아무 노래나 틀어봐 아무 노래 아무 노래 아무 노래나 KOZ,두려움
METEOR,창모 (CHANGMO),Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha 모두 그에게 말해 또 왔네 새꺄 whut 죽지 않고 왔다 이렇게 새꺄 뭐 Snacky chan의 라인을 빌릴래 했어 예수처럼 이렇게 부활을 031 팔 안쪽의 tatt freaky woah 어젠 시장님이 만나쟤 motown 어수룩해 엄마 속에 걱정 한 톤만큼 쌓고 스물한살에 독립했던 얘는 여섯이 되었고 발견했지 우연히 5년 전의 노트 정말 스타 되고 싶어 그럴려면 가서 만나면 돼 악마 노트를 덮고 거울에 비춰진 남자를 보니 와 저 손목이 너무 부러워 저 금 daydate rollie 넘을걸 천백은 더 전국 사람들이 외치네 저 괴물체는 뭘까 Meteor 거대 Meteor 난 네게 처박힐 Meteor야 별빛이 내려오지 마구 내려오지 경고 경고 그래도 처박힐 Meteor야 motown의 1번 노랠 기억해 니들 뭐였지 뭐였나 음 음 i’m the man in the mirror 그러니 light me up 1절의 그 별이 2절의 그 별이 그래 모두 나였지 실화가 된 동화이지 힘들 때면 홀로 쓴 노래를 불러 환상들을 보던 성냥팔이 소년이였던 나날들이 365 24 730 24에 7 1095 아 그만 세자 1400이 되니 oh 그 애랑도 하고 돔페리뇽이 만든 숙취 땜에 넋을 놓은 나를 향해 몇천 명이 와 해 본 적은 없지만 때론 어떤 존재가 내 인생을 왔다 간 듯해 그냥 그런 느낌이 들지 상관없어 환상이던 현실이던지 hands up high 전국 사람들이 외치네 저 괴물체는 뭘까 Meteor 거대 Meteor 난 네게 처박힐 Meteor야 별빛이 내려오지 마구 내려오지 경고 경고 그래도 처박힐 Meteor야 영 영 영원히 약속해 영원하기로 어둠 가득한 저 뒤로 돌려보내지 말아요 제발 제발 영 영 영원히 난 영원할 거라 믿어 흥분으로 가득차 이 도시에 나 외칠 꺼야 드디어 내가 여 왔다,두려움
아로하,조정석,어두운 불빛아래 촛불 하나 와인 잔에 담긴 약속하나 항상 너의 곁에서 널 지켜줄거야 날 믿어준 너였잖아 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 걱정 마 I believe 언제나 I believe 이 순간을 잊지 않을게 내 품에 I believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 약속해 I believe 힘들 땐 I believe 너의 그늘이 되어줄게 내품에 I believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 All I ever want is your love,기쁨
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 스쳐지나간건가 뒤돌아보지만 그냥 사람들만 보이는거야 다와가는 집근처에서 괜히 핸드폰만 만지는거야 한번 연락해 볼까 용기내 보지만 그냥 내 마음만 아쉬운 거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 지나치는 꽃들 속에서 네 샴푸향만 보이는거야 스쳐지나간건가 뒤 돌아보지만 그냥 내 마음만 바빠진거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 어떤 계절이 너를 우연히라도 너를 마주치게 할까 난 이대로 아쉬워하다 너를 바라만 보던 너를 기다리면서 아무말 못하고 그리워만 할까 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 생각한다고 말할까 지금 집앞에 기다리고 때론 지나치고 다시 기다리는 꽃이 피는 거리에 보고파라 이밤에 걷다가 보면 항상 이렇게 너를 아쉬워 하다 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까,두려움
에잇(Prod.&Feat. SUGA of BTS),아이유,So are you happy now Finally happy now are you 뭐 그대로야 난 다 잃어버린 것 같아 모든 게 맘대로 왔다가 인사도 없이 떠나 이대로는 무엇도 사랑하고 싶지 않아 다 해질 대로 해져버린 기억 속을 여행해 우리는 오렌지 태양 아래 그림자 없이 함께 춤을 춰 정해진 이별 따위는 없어 아름다웠던 그 기억에서 만나 Forever young 우우우 우우우우 우우우 우우우우 Forever we young 우우우 우우우우 이런 악몽이라면 영영 깨지 않을게 섬 그래 여긴 섬 서로가 만든 작은 섬 예 음 forever young 영원이란 말은 모래성 작별은 마치 재난문자 같지 그리움과 같이 맞이하는 아침 서로가 이 영겁을 지나 꼭 이 섬에서 다시 만나 지나듯 날 위로하던 누구의 말대로 고작 한 뼘짜리 추억을 잊는 게 참 쉽지 않아 시간이 지나도 여전히 날 붙드는 그곳에 우리는 오렌지 태양 아래 그림자 없이 함께 춤을 춰 정해진 안녕 따위는 없어 아름다웠던 그 기억에서 만나 우리는 서로를 베고 누워 슬프지 않은 이야기를 나눠 우울한 결말 따위는 없어 난 영원히 널 이 기억에서 만나 Forever young 우우우 우우우우 우우우 우우우우 Forever we young 우우우 우우우우 이런 악몽이라면 영영 깨지 않을게,슬픔
Blueming,아이유,"‘뭐해?‘라는 두 글자에 ‘네가 보고 싶어’ 나의 속마음을 담아 우 이모티콘 하나하나 속에 달라지는 내 미묘한 심리를 알까 우 아니 바쁘지 않아 nothing no no 잠들어 있지 않아 insomnia nia nia 지금 다른 사람과 함께이지 않아 응, 나도 너를 생각 중 우리의 네모 칸은 bloom 엄지손가락으로 장미꽃을 피워 향기에 취할 것 같아 우 오직 둘만의 비밀의 정원 I feel bloom I feel bloom I feel bloom 너에게 한 송이를 더 보내 밤샘 작업으로 업데이트 흥미로운 이 작품의 지은이 that’s me 우 어쩜 이 관계의 클라이맥스 2막으로 넘어가기엔 지금이 good timing 우 같은 맘인 걸 알아 realize la lize 말을 고르지 말아 just reply la la ly 조금 장난스러운 나의 은유에 네 해석이 궁금해 우리의 색은 gray and blue 엄지손가락으로 말풍선을 띄워 금세 터질 것 같아 우 호흡이 가빠져 어지러워 I feel blue. I feel blue. I feel blue. 너에게 가득히 채워 띄어쓰기없이보낼게사랑인것같애 백만송이장미꽃을, 나랑피워볼래? 꽃잎의 색은 우리 마음 가는 대로 칠해 시들 때도 예쁘게 우리의 네모 칸은 bloom 엄지손가락으로 장미꽃을 피워 향기에 취할 것 같아 우 오직 둘만의 비밀의 정원 I feel bloom I feel bloom I feel bloom 너에게 한 송이를 더 보내",중립
늦은 밤 너의 집 앞 골목길에서,노을,오래되었어 그때 너의 웃음 너의 목소리 잊혀진거 같아 시간의 위로 그 말의 의미를 이젠 알아 아픈 니 얘기도 적당히 할 수 있어 그런데 이게 뭐랄까 난 난 술 한잔하면서 괜찮은 듯 얘기하며 널 털어냈는데 집으로 돌아오면서 한 번 더 떠오른 기억에 걸음을 멈춰 서서 이렇게 울고 있어 자연스럽게 발걸음을 돌려 나 바래다주던 익숙한 길을 가 밤이 깊어져서 아무것도 보이지 않아도 손을 흔들면서 인사하던 널 봤어 그런데 이게 뭐랄까 난 난 술 한잔하면서 괜찮은 듯 얘기하며 널 털어냈는데 집으로 돌아오면서 한 번 더 떠오른 기억에 걸음을 멈춰 서서 이렇게 울고 있어 아무도 없어서 참 다행이야 나 이렇게 편안히 너를 부를 수 있는 걸 외로운 위로겠지만 그래서 이젠 뭘 할까 난 난 널 생각했어도 괜찮은 듯 얘기하며 다 지워냈는데 집으로 돌아오면서 한 번 더 떠오른 추억에 걸음을 멈춰 서서 또다시 울고 있어,기쁨
시작,가호 (Gaho),새로운 시작은 늘 설레게 하지 모든 걸 이겨낼 것처럼 시간을 뒤쫓는 시계바늘처럼 앞질러 가고 싶어 하지 그어 놓은 선을 넘어 저마다 삶을 향해 때론 원망도 하겠지 그 선을 먼저 넘지 말라고 I can fly the sky Never gonna stay 내가 지쳐 쓰러질 때까진 어떤 이유도 어떤 변명도 지금 내겐 용기가 필요해 빛나지 않아도 내 꿈을 응원해 그 마지막을 가질 테니 부러진 것처럼 한 발로 뛰어도 난 나의 길을 갈 테니까 지금 나를 위한 약속 멈추지 않겠다고 또 하나를 앞지르면 곧 너의 뒤를 따라잡겠지 원하는 대로 다 가질 거야 그게 바로 내 꿈일 테니까 변한 건 없어 버티고 버텨 내 꿈은 더 단단해질 테니 다시 시작해 Ah ah ah ah ah Ah ah ah ah ah ah Ah ah ah ah ah Ah ah ah ah 다시는 나를 잃고 싶지 않아 내 전부를 걸었으니까 원하는 대로 다 가질 거야 그게 바로 내 꿈일 테니까 변한 건 없어 버티고 버텨 내 꿈은 더 단단해질 테니 다시 시작해 Ah ah ah ah ah Ah ah ah ah ah ah Ah ah ah ah ah Ah ah ah ah,두려움
